"['https://www.youtube.com/watch?v=LA1podObyQ4', 'LA1podObyQ4', 'Нырнем в Старые игры?', '2020-04-11T13:18:49Z']"
"['https://www.youtube.com/watch?v=dT1LfyQMlQ0', 'dT1LfyQMlQ0', 'Stalker 1 Народная Солянка', '2020-04-07T17:04:21Z']"
"['https://www.youtube.com/watch?v=nvu5qUZMhcg', 'nvu5qUZMhcg', 'Stalker 1 Call of Chernobyl | Багдад', '2020-03-30T07:14:53Z']"
"['https://www.youtube.com/watch?v=cA7DreQQIdE', 'cA7DreQQIdE', 'Кратко про Dark Messiah of Might and Magic', '2020-03-25T07:32:26Z']"
"['https://www.youtube.com/watch?v=S57Dxn4Rlag', 'S57Dxn4Rlag', 'Кратко про Ведьмак 1 (Часть 8)', '2020-03-13T07:43:31Z']"
"['https://www.youtube.com/watch?v=WZaLibT4Lb4', 'WZaLibT4Lb4', 'Кратко про Ведьмак 1 (Часть 7)', '2020-03-09T13:57:37Z']"
"['https://www.youtube.com/watch?v=dfcH2qTUeC4', 'dfcH2qTUeC4', 'Кратко про Ведьмак 1 (Часть 6)', '2020-02-28T06:59:06Z']"
"['https://www.youtube.com/watch?v=CXOwxqXEpP8', 'CXOwxqXEpP8', 'Кратко про Ведьмак 1 (Часть 5)', '2020-02-18T14:49:33Z']"
"['https://www.youtube.com/watch?v=BiDPi1omVoA', 'BiDPi1omVoA', 'Кратко про Ведьмак 1 (Часть 4)', '2020-02-11T13:35:21Z']"
"['https://www.youtube.com/watch?v=LdGRZfnbMWA', 'LdGRZfnbMWA', 'Кратко про Ведьмак 1 (Часть 3)', '2020-01-31T04:26:45Z']"
"['https://www.youtube.com/watch?v=geOeRyRd6R0', 'geOeRyRd6R0', 'Кратко про Ведьмак 1 (Часть 2)', '2020-01-22T17:55:48Z']"
"['https://www.youtube.com/watch?v=PCtCyJDw46w', 'PCtCyJDw46w', 'Кратко про Ведьмак 1 (Часть 1)', '2020-01-15T15:20:13Z']"
"['https://www.youtube.com/watch?v=uTIxqa_5kpc', 'uTIxqa_5kpc', 'Бэбэй отвечает 2', '2019-12-27T06:40:28Z']"
"['https://www.youtube.com/watch?v=wmzlLoPiasM', 'wmzlLoPiasM', 'Гарри Поттер 2 (ПК)', '2019-12-26T16:17:03Z']"
"['https://www.youtube.com/watch?v=JEt-5ifeH3s', 'JEt-5ifeH3s', 'Кратко про...Gothic Playable Teaser?', '2019-12-20T15:34:50Z']"
"['https://www.youtube.com/watch?v=Q7fi17ln_K4', 'Q7fi17ln_K4', 'Бэбэй про This War of Mine', '2019-12-16T06:18:16Z']"
"['https://www.youtube.com/watch?v=vyH1dz7AuRM', 'vyH1dz7AuRM', 'Half-Life Opposing Force; Blue-Shift', '2019-12-08T06:35:31Z']"
"['https://www.youtube.com/watch?v=NRMl89iEGgA', 'NRMl89iEGgA', 'Паладин Бакареш', '2019-11-25T13:08:16Z']"
"['https://www.youtube.com/watch?v=m6CoREUpFLk', 'm6CoREUpFLk', 'Half-Life 2', '2019-11-19T13:09:40Z']"
"['https://www.youtube.com/watch?v=qf4O4azPH_0', 'qf4O4azPH_0', 'Half-Life 1', '2019-11-09T04:55:48Z']"
"['https://www.youtube.com/watch?v=EAQQLVYNlOw', 'EAQQLVYNlOw', 'Бэбэй отвечает', '2019-10-30T04:28:47Z']"
"['https://www.youtube.com/watch?v=taKEGUq6oe4', 'taKEGUq6oe4', 'Кратко про Gothic 3 (Часть 6)', '2019-10-25T04:02:42Z']"
"['https://www.youtube.com/watch?v=C7YbUCoKJ5w', 'C7YbUCoKJ5w', 'Кратко про Gothic 3 (Часть 5)', '2019-10-16T13:05:48Z']"
"['https://www.youtube.com/watch?v=3wsu7utUx2I', '3wsu7utUx2I', 'Кратко про Gothic 3 (Часть 4)', '2019-10-07T09:59:28Z']"
"['https://www.youtube.com/watch?v=hZSYrrnSKPs', 'hZSYrrnSKPs', 'Кратко про Gothic 3 (Часть 3)', '2019-09-23T04:17:27Z']"
"['https://www.youtube.com/watch?v=9KR_Yafi7Ig', '9KR_Yafi7Ig', 'Кратко про Gothic 3 (Часть 2)', '2019-09-12T13:18:17Z']"
"['https://www.youtube.com/watch?v=yIyYUmqhiMQ', 'yIyYUmqhiMQ', 'Кратко про Gothic 3 (Часть 1)', '2019-08-29T15:39:28Z']"
"['https://www.youtube.com/watch?v=vU7Wb2ONyD4', 'vU7Wb2ONyD4', 'Russian &quot;The Lord of the Rings&quot;?', '2019-08-18T15:32:18Z']"
"['https://www.youtube.com/watch?v=PFxdwbm2gNY', 'PFxdwbm2gNY', 'Stalker 1 Call of Pripyat', '2019-08-09T03:43:38Z']"
"['https://www.youtube.com/watch?v=-rxAxXnu_p0', '-rxAxXnu_p0', 'Stalker 1 Clear Sky', '2019-07-29T06:07:02Z']"
"['https://www.youtube.com/watch?v=ch3kwLxSe6o', 'ch3kwLxSe6o', 'Гарри Поттер 2 (PS1)', '2019-07-21T05:19:28Z']"
"['https://www.youtube.com/watch?v=fSs_RPxapVw', 'fSs_RPxapVw', 'Stalker 1', '2019-07-15T07:06:38Z']"
"['https://www.youtube.com/watch?v=UKcFt8yd_l0', 'UKcFt8yd_l0', 'Геймер, будь человеком', '2019-07-05T11:23:33Z']"
"['https://www.youtube.com/watch?v=5mtv6XZCLWE', '5mtv6XZCLWE', 'Shrek 2 The Game | Ogre may cry', '2019-06-30T07:37:25Z']"
"['https://www.youtube.com/watch?v=EYo8RAYPOdQ', 'EYo8RAYPOdQ', 'Гарри Поттер 1 (PS1)', '2019-06-24T16:24:30Z']"
"['https://www.youtube.com/watch?v=B3pCZcqpr3o', 'B3pCZcqpr3o', 'Гарри Поттер 1 (ПК)', '2019-06-17T09:48:31Z']"
"['https://www.youtube.com/watch?v=SUfN9LcT2R0', 'SUfN9LcT2R0', 'Warcraft: Orcs &amp; Humans | Варик: Урки и Человеки', '2019-06-10T18:31:37Z']"
"['https://www.youtube.com/watch?v=g0noY4U6U24', 'g0noY4U6U24', 'Dungeon Keeper 2 | Хранитель Подземелья 2', '2019-05-26T19:40:45Z']"
"['https://www.youtube.com/watch?v=q_B5Rd37EBY', 'q_B5Rd37EBY', 'Dungeon Keeper | Хранитель Подземелья', '2019-05-20T09:21:01Z']"
"['https://www.youtube.com/watch?v=yixOFJxS9Ic', 'yixOFJxS9Ic', 'Кратко про Indiana Jones and the Emperor’s Tomb', '2019-05-12T09:10:46Z']"
"['https://www.youtube.com/watch?v=-obNWat_JQI', '-obNWat_JQI', 'Кратко про Kingdom Come: Deliverance (Финал)', '2019-05-03T06:56:41Z']"
"['https://www.youtube.com/watch?v=rPvKCMpvl7w', 'rPvKCMpvl7w', 'Кратко про Kingdom Come: Deliverance (Часть 5)', '2019-04-16T08:08:54Z']"
"['https://www.youtube.com/watch?v=5guhAagmWKg', '5guhAagmWKg', 'Кратко про Kingdom Come: Deliverance (Часть 4)', '2019-03-29T09:54:35Z']"
"['https://www.youtube.com/watch?v=C6hPbAGETo4', 'C6hPbAGETo4', 'Кратко про Kingdom Come: Deliverance (Часть 3)', '2019-03-18T10:40:31Z']"
"['https://www.youtube.com/watch?v=Fij9BX-_oyM', 'Fij9BX-_oyM', 'Кратко про Kingdom Come: Deliverance (Часть 2)', '2019-02-26T15:17:14Z']"
"['https://www.youtube.com/watch?v=z4SOUXLEPP0', 'z4SOUXLEPP0', 'Кратко про Kingdom Come: Deliverance (Часть 1)', '2019-02-13T10:32:57Z']"
"['https://www.youtube.com/watch?v=-Ww9Dr237Iw', '-Ww9Dr237Iw', 'Кратко про Beowulf: The Game', '2019-01-21T15:40:38Z']"
"['https://www.youtube.com/watch?v=dvnkEy4pCaY', 'dvnkEy4pCaY', 'Кратко про Gothic 2 (Часть 6)', '2018-12-31T14:33:41Z']"
"['https://www.youtube.com/watch?v=RXuYpUhE7Yk', 'RXuYpUhE7Yk', 'Кратко про Gothic 2 (Часть 5)', '2018-12-18T11:10:28Z']"
"['https://www.youtube.com/watch?v=iY8_LBBpI2M', 'iY8_LBBpI2M', 'Кратко про Gothic 2 (Часть 4)', '2018-11-19T15:29:19Z']"
"['https://www.youtube.com/watch?v=F0D3Ouvv8S8', 'F0D3Ouvv8S8', 'Кратко про Gothic 2 (Часть 3)', '2018-11-05T16:39:42Z']"
"['https://www.youtube.com/watch?v=ZpoI4X93Mok', 'ZpoI4X93Mok', 'Кратко про Gothic 2 (Часть 2)', '2018-10-24T17:01:52Z']"
"['https://www.youtube.com/watch?v=U8CMeQiZmeA', 'U8CMeQiZmeA', 'Кратко про Gothic 2 (Часть 1)', '2018-10-10T13:35:14Z']"
"['https://www.youtube.com/watch?v=vNHxjTzQVZA', 'vNHxjTzQVZA', 'Кратко про Gothic (Часть 5)', '2018-09-22T15:39:36Z']"
"['https://www.youtube.com/watch?v=XDFhowXLZbQ', 'XDFhowXLZbQ', 'Кратко про Gothic (Часть 4)', '2018-09-10T14:06:24Z']"
"['https://www.youtube.com/watch?v=zb4PkYkgQfE', 'zb4PkYkgQfE', 'Кратко про Gothic (Часть 3)', '2018-08-31T11:07:02Z']"
"['https://www.youtube.com/watch?v=A83nL1Iv03Q', 'A83nL1Iv03Q', 'Кратко про Gothic (Часть 2)', '2018-08-24T12:57:35Z']"
"['https://www.youtube.com/watch?v=1WGRJu5Y1ic', '1WGRJu5Y1ic', 'Кратко про Gothic (Часть 1)', '2018-08-15T17:31:04Z']"
"['https://www.youtube.com/watch?v=YqK54RQ9AoA', 'YqK54RQ9AoA', 'Кратко про Overlord 2 (Часть 2)', '2018-08-01T18:12:47Z']"
"['https://www.youtube.com/watch?v=45NluZNx5SQ', '45NluZNx5SQ', 'Кратко про Overlord 2 (Часть 1)', '2018-07-21T17:33:45Z']"
"['https://www.youtube.com/watch?v=qUh7fMDvUqI', 'qUh7fMDvUqI', 'Кратко про Overlord: Raising Hell', '2018-07-04T13:21:13Z']"
"['https://www.youtube.com/watch?v=Cwh-rFwKPdk', 'Cwh-rFwKPdk', 'Кратко про Overlord', '2018-06-23T12:42:34Z']"
"['https://www.youtube.com/watch?v=Pi4CG13wlbM', 'Pi4CG13wlbM', 'Кратко про Arx Fatalis (Часть 5)', '2018-05-21T08:15:38Z']"
"['https://www.youtube.com/watch?v=P3dM140Tslg', 'P3dM140Tslg', 'Кратко про Arx Fatalis (Часть 4)', '2018-05-05T15:14:59Z']"
"['https://www.youtube.com/watch?v=UI_k_7KqDdI', 'UI_k_7KqDdI', 'Кратко про Arx Fatalis (Часть 3)', '2018-04-13T04:11:34Z']"
"['https://www.youtube.com/watch?v=E2ww9bFclHw', 'E2ww9bFclHw', 'Кратко про Arx Fatalis (Часть 2)', '2018-03-26T05:58:19Z']"
"['https://www.youtube.com/watch?v=ZdiUE3YsPeg', 'ZdiUE3YsPeg', 'Кратко про Arx Fatalis (Часть 1)', '2018-03-11T14:37:06Z']"
"['https://www.youtube.com/watch?v=KRqyPyS2IRQ', 'KRqyPyS2IRQ', 'Бэбэй обо всем', '2018-03-04T09:47:59Z']"
"['https://www.youtube.com/watch?v=cwRbYfDkAiY', 'cwRbYfDkAiY', 'Кратко о Metal Gear Solid (Часть 3)', '2018-03-02T11:49:39Z']"
"['https://www.youtube.com/watch?v=wUx2UORDPyE', 'wUx2UORDPyE', 'Кратко о Metal Gear Solid (Часть 2)', '2018-01-26T18:05:32Z']"
"['https://www.youtube.com/watch?v=UGazH9PN2fA', 'UGazH9PN2fA', 'Кратко о Metal Gear Solid (Часть 1)', '2018-01-15T06:37:59Z']"
"['https://www.youtube.com/watch?v=u7WNvZjQi4Q', 'u7WNvZjQi4Q', 'Я ПРОШЕЛ FABLE 2', '2017-12-12T13:07:25Z']"
"['https://www.youtube.com/watch?v=uyPKr-3ZK_I', 'uyPKr-3ZK_I', 'Кратко про Metal Gear 2: Solid Snake', '2017-11-30T21:00:18Z']"
"['https://www.youtube.com/watch?v=F-cy_RDek8g', 'F-cy_RDek8g', 'Кратко про Metal Gear', '2017-11-06T17:21:19Z']"
"['https://www.youtube.com/watch?v=O8X5pLd3OCs', 'O8X5pLd3OCs', 'Кратко про Hellblade: Senua&#39;s Sacrifice', '2017-09-21T12:18:43Z']"
"['https://www.youtube.com/watch?v=F0nd2py4N2s', 'F0nd2py4N2s', 'Кратко про Хеллбой: Наука Зла', '2017-08-31T09:38:21Z']"
"['https://www.youtube.com/watch?v=vvRSvYEMVrk', 'vvRSvYEMVrk', 'КПВ (ретро)', '2017-07-31T08:38:37Z']"
"['https://www.youtube.com/watch?v=iZezPJj-koc', 'iZezPJj-koc', 'КАК ДЕЛАТЬ МЕМЫ ПО ГОСТу', '2017-07-24T15:56:47Z']"
"['https://www.youtube.com/watch?v=m_yr7CpP0Ks', 'm_yr7CpP0Ks', 'БЕСТИАРИЙ СЕТИ: РАКИ', '2017-02-26T15:25:14Z']"
"['https://www.youtube.com/watch?v=JsMAKzQ-AE4', 'JsMAKzQ-AE4', 'Артас и Орки', '2017-01-21T15:35:55Z']"
"['https://www.youtube.com/watch?v=y0Tz_cXmFY4', 'y0Tz_cXmFY4', 'МЕМЫ И НЕОМЕМОЛОГИЯ', '2016-12-14T16:10:35Z']"
"['https://www.youtube.com/watch?v=ZXPKQOFRGsw', 'ZXPKQOFRGsw', 'ЖИВОДЕРКИ ИЗ ХАБАРОВСКА И ПОЕХАВШИЙ ИНТЕРНЕТ', '2016-10-23T19:18:46Z']"
"['https://www.youtube.com/watch?v=svKpaa8_cEo', 'svKpaa8_cEo', 'БОЖЕСТВЕННАЯ КОМЕДИЯ', '2016-08-16T16:44:31Z']"
"['https://www.youtube.com/watch?v=HAWWHUde-iA', 'HAWWHUde-iA', 'Так говорил Заратустра', '2016-07-29T17:10:03Z']"
"['https://www.youtube.com/watch?v=irlfT6mZ5go', 'irlfT6mZ5go', 'ЧИТАЕМ ФАНФИКИ: ХованЛарин', '2016-06-08T14:54:33Z']"
"['https://www.youtube.com/watch?v=ZUIoXj3EXp8', 'ZUIoXj3EXp8', 'ЧИТАЕМ ФАНФИКИ ТУПЫХ МАЛОЛЕТОК', '2016-05-09T16:17:02Z']"
"['https://www.youtube.com/watch?v=aqdL4iUu0gw', 'aqdL4iUu0gw', 'НЕЛЬЗЯ ЕСТЬ ХУЛИГАНОВ', '2016-01-30T14:58:44Z']"
"['https://www.youtube.com/watch?v=e98oLR2c5vs', 'e98oLR2c5vs', 'ФАНАТЫ КАСПИЙСКОГО ГРУЗА', '2016-01-21T17:26:04Z']"
"['https://www.youtube.com/watch?v=UAIJ0w3559c', 'UAIJ0w3559c', 'Русская семья 3', '2015-10-20T18:30:54Z']"
"['https://www.youtube.com/watch?v=AE4EYjKvYQg', 'AE4EYjKvYQg', 'Русская семья', '2015-10-20T17:50:09Z']"
